,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
3081,Copacabana,2,0,0,82,1900.0,685.0,180.0
3086,Copacabana,3,1,1,110,2600.0,1100.0,150.0
3087,Recreio dos Bandeirantes,2,2,1,90,2000.0,595.0,170.0
3092,Laranjeiras,2,0,0,80,2500.0,360.0,85.0
3093,Recreio dos Bandeirantes,3,2,1,110,1700.0,644.0,213.0
3097,Jardim Botânico,2,0,0,80,1900.0,800.0,138.0
3100,Copacabana,2,0,0,80,2600.0,450.0,125.0
3106,Freguesia (Jacarepaguá),2,1,1,92,1400.0,870.0,850.0
3109,Rio Comprido,3,1,1,144,2499.0,100.0,125.0
3113,Jardim Botânico,2,1,1,80,2900.0,1100.0,120.0
3117,Tijuca,3,2,0,74,2500.0,785.0,93.0
3118,Bonsucesso,3,0,0,110,1500.0,420.0,268.0
3119,Tijuca,3,1,1,150,2500.0,1200.0,175.0
3124,Recreio dos Bandeirantes,2,2,1,80,2000.0,478.0,0.0
3126,Copacabana,2,2,1,80,2100.0,1227.0,0.0
3142,Recreio dos Bandeirantes,3,2,1,170,2500.0,1017.0,280.0
3173,Barra da Tijuca,2,1,1,98,2250.0,1490.0,235.0
3186,Tijuca,3,1,0,100,1700.0,840.0,110.0
3192,Recreio dos Bandeirantes,3,3,2,180,2700.0,760.0,450.0
3196,Jabour,2,1,0,71,610.0,590.0,0.0
3203,Tijuca,2,1,1,78,2400.0,900.0,132.0
3212,Tijuca,3,1,0,90,2350.0,747.0,0.0
3215,São Conrado,2,2,2,80,2800.0,873.0,0.0
3219,Recreio dos Bandeirantes,2,2,1,118,1600.0,1005.0,254.0
3241,Maracanã,3,2,1,98,2100.0,910.0,180.0
3250,Jacarepaguá,2,1,1,80,1150.0,872.0,40.0
3251,Barra da Tijuca,2,1,1,72,1600.0,780.0,14.0
3274,Maracanã,2,1,1,85,1900.0,930.0,107.0
3275,Tijuca,3,1,1,90,2000.0,887.0,123.0
3293,Tijuca,2,1,0,90,2000.0,700.0,75.0
3294,Barra da Tijuca,2,1,1,100,2500.0,1498.0,339.0
3301,Barra da Tijuca,2,1,1,73,2000.0,1033.0,100.0
3304,Recreio dos Bandeirantes,3,2,1,99,1900.0,1110.0,0.0
3308,Recreio dos Bandeirantes,3,1,1,83,2300.0,1200.0,195.0
3310,Tijuca,3,0,1,100,1800.0,850.0,130.0
3313,Tijuca,3,1,1,96,1950.0,500.0,93.0
3321,Pechincha,3,1,1,76,1450.0,652.0,742.0
3322,Engenho de Dentro,2,1,1,80,1350.0,235.0,135.0
3337,Tijuca,3,0,0,105,2200.0,512.0,128.0
3344,Pechincha,2,1,0,71,1400.0,688.0,0.0
3345,Recreio dos Bandeirantes,4,2,1,180,2700.0,900.0,0.0
3353,Laranjeiras,3,1,0,130,2650.0,1010.0,214.0
3360,Recreio dos Bandeirantes,3,2,1,85,2200.0,708.0,1352.0
3368,Jacarepaguá,2,1,1,75,1300.0,524.0,126.0
3383,Recreio dos Bandeirantes,3,1,1,80,2500.0,800.0,0.0
3384,Copacabana,2,0,1,80,2400.0,700.0,154.0
3388,Barra da Tijuca,2,2,1,74,2200.0,1049.0,221.0
3403,Recreio dos Bandeirantes,3,2,1,151,2000.0,1126.0,0.0
3413,Freguesia (Jacarepaguá),2,1,1,71,1700.0,780.0,0.0
3422,Jacarepaguá,2,1,0,71,1700.0,600.0,0.0
3423,Laranjeiras,2,0,0,87,2900.0,750.0,130.0
3427,Freguesia (Jacarepaguá),3,2,2,166,2000.0,1618.0,222.0
3429,Lins de Vasconcelos,2,0,0,80,900.0,539.0,13.0
3436,Barra da Tijuca,2,1,1,80,2200.0,1130.0,75.0
3437,Tijuca,2,0,0,73,1400.0,491.0,0.0
3449,Catete,2,0,0,83,2300.0,680.0,148.0
3454,Recreio dos Bandeirantes,2,1,0,90,1800.0,880.0,177.0
3456,Humaitá,2,0,0,72,2000.0,620.0,137.0
3460,Barra da Tijuca,2,1,1,101,2500.0,2300.0,0.0
3461,Tijuca,2,0,0,79,1800.0,380.0,0.0
3464,Barra da Tijuca,2,1,1,96,2000.0,1460.0,278.0
3466,Pechincha,3,1,1,90,1000.0,800.0,120.0
3468,Botafogo,3,0,0,83,2800.0,294.0,110.0
3484,Tijuca,2,1,0,71,1750.0,540.0,83.0
3489,Vila Isabel,3,1,1,89,2100.0,750.0,0.0
3491,Recreio dos Bandeirantes,4,4,1,145,2000.0,1350.0,390.0
3492,Copacabana,3,0,0,119,2500.0,1140.0,0.0
3494,Freguesia (Jacarepaguá),3,1,1,71,1600.0,500.0,0.0
3495,Tijuca,3,1,1,80,1750.0,850.0,125.0
3498,Irajá,2,1,1,80,1450.0,200.0,0.0
3501,Recreio dos Bandeirantes,2,1,1,74,1500.0,1247.0,190.0
3509,Tijuca,3,1,1,85,2300.0,569.0,0.0
3510,Jacarepaguá,4,2,3,245,2700.0,1380.0,145.0
3524,Freguesia (Jacarepaguá),3,2,2,134,2500.0,1200.0,0.0
3526,Recreio dos Bandeirantes,3,2,0,85,1800.0,924.0,155.0
3527,Copacabana,3,1,0,100,2700.0,1079.0,129.0
3528,Glória,2,0,0,110,1500.0,1400.0,200.0
3531,Freguesia (Jacarepaguá),2,1,1,79,1600.0,750.0,113.0
3537,Copacabana,3,0,0,110,2700.0,1000.0,25.0
3543,Lins de Vasconcelos,2,2,1,145,2500.0,581.0,28.0
3546,Tijuca,3,0,0,85,1600.0,515.0,0.0
3558,Recreio dos Bandeirantes,3,3,3,189,2500.0,922.0,420.0
3560,Copacabana,2,0,0,80,2200.0,938.0,98.0
3563,Copacabana,3,1,0,110,2900.0,1365.0,160.0
3568,Santa Teresa,3,0,0,83,1700.0,604.0,0.0
3602,Maracanã,3,0,1,114,1900.0,570.0,87.0
3604,Méier,3,1,0,85,1300.0,770.0,72.0
3618,Catete,2,1,0,71,2200.0,725.0,109.0
3630,Recreio dos Bandeirantes,4,4,2,170,2600.0,1180.0,260.0
3631,Barra da Tijuca,2,1,1,95,2400.0,1200.0,0.0
3633,Tijuca,3,1,0,85,2200.0,850.0,92.0
3647,Recreio dos Bandeirantes,2,1,1,71,1600.0,570.0,100.0
3660,Vila Isabel,3,2,1,100,1400.0,750.0,102.0
3664,Gávea,2,1,1,75,2500.0,1237.0,1888.0
3667,Barra da Tijuca,2,1,1,80,2200.0,1200.0,2500.0
3677,Rio Comprido,2,1,0,88,1200.0,663.0,0.0
3703,Tijuca,3,1,0,148,2500.0,1100.0,220.0
3709,Jardim Guanabara,3,0,0,115,1800.0,470.0,0.0
3711,Barra da Tijuca,3,2,3,100,1900.0,1498.0,127.0
3724,Botafogo,3,1,0,109,2500.0,927.0,174.0
3727,Barra da Tijuca,2,1,2,80,1000.0,1183.0,0.0
3756,Barra da Tijuca,3,1,1,72,2000.0,630.0,0.0
3764,Pechincha,3,1,1,85,1050.0,982.0,102.0
3769,Barra da Tijuca,3,1,0,100,1800.0,1200.0,260.0
3774,Barra da Tijuca,2,1,1,105,2700.0,1591.0,200.0
3775,Recreio dos Bandeirantes,2,1,1,91,1500.0,1229.0,189.0
3781,Tijuca,2,1,0,79,1500.0,470.0,0.0
3794,Jacarepaguá,2,1,1,72,2200.0,750.0,77.0
3796,Tijuca,2,1,2,87,2950.0,740.0,130.0
3801,Copacabana,2,0,0,80,2400.0,180.0,995.0
3814,Laranjeiras,2,0,0,123,2600.0,800.0,203.0
3818,Tijuca,3,1,0,100,2500.0,1277.0,0.0
3823,Recreio dos Bandeirantes,2,2,1,85,2000.0,1300.0,100.0
3839,Freguesia (Jacarepaguá),4,0,2,112,2400.0,648.0,0.0
3840,Copacabana,2,1,0,85,2990.0,850.0,170.0
3849,Leme,2,1,0,84,2700.0,715.0,215.0
3856,Tijuca,2,2,0,80,1800.0,550.0,81.0
3868,São Cristóvão,2,1,1,71,2000.0,760.0,57.0
3872,Freguesia (Jacarepaguá),2,1,1,80,1800.0,750.0,112.0
3874,Jacarepaguá,2,1,1,80,1900.0,1350.0,80.0
3881,Engenho de Dentro,2,1,1,74,1300.0,501.0,135.0
3885,Tijuca,3,1,0,125,2500.0,1100.0,200.0
3888,Barra da Tijuca,3,1,3,80,2750.0,1200.0,0.0
3891,Grajaú,2,0,0,75,1600.0,550.0,49.0
3901,Vila da Penha,2,1,0,83,1300.0,300.0,0.0
3911,Laranjeiras,3,0,0,95,2500.0,575.0,93.0
3916,Barra da Tijuca,2,1,1,83,2000.0,1335.0,0.0
3924,Leme,3,0,0,135,2900.0,800.0,230.0
3935,Méier,3,1,1,102,1900.0,890.0,135.0
3950,Barra da Tijuca,3,1,1,100,2800.0,1485.0,257.0
3953,Leme,2,0,0,75,2700.0,878.0,0.0
3956,São Cristóvão,2,1,1,72,1850.0,753.0,45.0
3958,Barra da Tijuca,3,2,2,96,1900.0,750.0,250.0
3987,Jacarepaguá,3,1,1,100,2200.0,1200.0,189.0
3990,Humaitá,3,0,1,100,2700.0,1560.0,105.0
3997,Freguesia (Jacarepaguá),3,1,1,80,1500.0,680.0,159.0
4003,Cachambi,2,1,0,76,1200.0,510.0,37.0
4010,Recreio dos Bandeirantes,3,1,1,105,2200.0,650.0,250.0
4025,Barra da Tijuca,3,2,1,96,2800.0,1200.0,193.0
4032,Barra da Tijuca,3,2,1,193,2500.0,3800.0,863.0
4034,Recreio dos Bandeirantes,3,2,1,120,2000.0,700.0,2500.0
4047,Freguesia (Jacarepaguá),3,2,1,95,2000.0,700.0,110.0
4049,Santa Teresa,2,0,0,75,1700.0,13.0,427.0
4052,Vargem Pequena,3,1,1,78,1600.0,550.0,90.0
4063,Copacabana,2,1,1,94,2500.0,1351.0,135.0
4065,Recreio dos Bandeirantes,2,1,1,90,2800.0,1100.0,140.0
4068,Recreio dos Bandeirantes,2,2,2,200,2900.0,1040.0,300.0
4069,Bonsucesso,2,0,0,75,900.0,640.0,0.0
4077,Tijuca,2,0,1,75,1900.0,716.0,87.0
4079,Barra da Tijuca,2,1,1,95,2450.0,1700.0,0.0
4082,Jacarepaguá,2,1,1,78,2500.0,589.0,98.0
4083,Leblon,2,1,1,79,2650.0,1702.0,406.0
4099,Engenho Novo,3,1,0,130,1300.0,700.0,0.0
4104,Copacabana,2,0,1,98,2250.0,1426.0,206.0
4116,Laranjeiras,3,1,1,90,2200.0,1294.0,0.0
4127,Cosme Velho,2,1,1,87,2200.0,792.0,188.0
4130,Freguesia (Jacarepaguá),2,1,1,82,1400.0,783.0,128.0
4131,Laranjeiras,2,1,1,80,2700.0,915.0,0.0
4145,Tijuca,3,1,0,72,1950.0,200.0,83.0
4149,Barra da Tijuca,2,1,2,83,2250.0,1160.0,254.0
4150,Copacabana,3,0,0,88,2900.0,713.0,171.0
4172,Copacabana,2,0,0,85,2500.0,850.0,0.0
4191,Grajaú,2,0,0,80,1500.0,500.0,0.0
4196,Recreio dos Bandeirantes,3,2,1,163,2499.0,1456.0,403.0
4212,Barra da Tijuca,3,1,1,74,1800.0,620.0,0.0
4223,Barra da Tijuca,2,1,1,87,2200.0,788.0,0.0
4254,Campo Grande,3,2,1,143,2300.0,750.0,0.0
4261,Méier,3,2,1,100,2700.0,826.0,16.0
4268,Tijuca,3,1,0,170,2500.0,780.0,178.0
4275,Jacarepaguá,3,0,0,200,1500.0,181.0,6.0
4279,Tijuca,3,1,1,145,2800.0,1000.0,192.0
4284,Recreio dos Bandeirantes,3,2,1,120,2300.0,711.0,221.0
4292,Recreio dos Bandeirantes,3,2,2,177,2500.0,1500.0,413.0
4293,Estácio,2,1,1,84,1600.0,840.0,0.0
4297,Laranjeiras,3,1,0,135,2700.0,1513.0,251.0
4302,Vargem Pequena,3,2,1,124,2500.0,700.0,0.0
4309,Todos os Santos,3,1,1,75,1500.0,462.0,73.0
4320,Tijuca,3,0,1,90,1500.0,935.0,97.0
4323,Recreio dos Bandeirantes,3,1,1,83,1800.0,950.0,213.0
4329,Tijuca,3,1,1,110,2900.0,1100.0,182.0
4335,Recreio dos Bandeirantes,3,3,1,240,2899.0,1600.0,490.0
4337,Maracanã,2,0,1,75,1800.0,600.0,410.0
4338,Barra da Tijuca,2,2,1,89,1700.0,1350.0,80.0
4345,Copacabana,3,0,0,100,2500.0,1055.0,300.0
4352,Tijuca,3,0,0,80,2500.0,450.0,65.0
4357,Grajaú,2,1,1,75,1800.0,950.0,0.0
4375,Jardim Guanabara,3,1,1,140,2000.0,610.0,0.0
4383,Barra da Tijuca,2,0,0,103,2800.0,1783.0,198.0
4385,Jacarepaguá,3,1,1,82,2200.0,730.0,120.0
4386,Recreio dos Bandeirantes,3,1,1,76,1800.0,850.0,120.0
4394,Recreio dos Bandeirantes,3,2,1,90,1800.0,1222.0,158.0
4395,Recreio dos Bandeirantes,2,2,0,88,1300.0,1026.0,368.0
4397,Recreio dos Bandeirantes,2,3,1,80,1600.0,530.0,1344.0
4400,Barra da Tijuca,2,1,1,98,1650.0,980.0,144.0
4404,São Conrado,3,2,1,115,2400.0,2000.0,180.0
4416,Barra da Tijuca,2,1,2,90,2300.0,1510.0,2496.0
4424,Tijuca,2,0,0,79,1650.0,250.0,82.0
4430,Barra da Tijuca,2,1,2,82,2600.0,1470.0,247.0
4433,Freguesia (Jacarepaguá),2,1,2,78,2000.0,650.0,0.0
4435,Pechincha,3,1,1,73,1600.0,750.0,0.0
4452,Lins de Vasconcelos,2,1,1,73,1400.0,509.0,91.0
4468,Laranjeiras,2,1,0,75,2200.0,895.0,0.0
4473,Recreio dos Bandeirantes,3,1,1,84,1800.0,850.0,150.0
4478,Barra da Tijuca,3,2,1,89,1900.0,770.0,116.0
4479,Barra da Tijuca,3,2,1,80,1690.0,1100.0,130.0
4482,Engenho Novo,2,1,0,91,1400.0,694.0,75.0
4485,Flamengo,2,0,0,84,2200.0,679.0,161.0
4487,Freguesia (Jacarepaguá),2,1,1,80,1300.0,846.0,0.0
4507,Barra da Tijuca,2,1,1,90,2000.0,1300.0,283.0
4518,Recreio dos Bandeirantes,2,1,1,87,1200.0,1032.0,0.0
4558,Recreio dos Bandeirantes,3,2,3,93,2500.0,470.0,0.0
4560,Tijuca,3,1,1,160,2800.0,800.0,0.0
4565,São Conrado,3,1,1,114,2400.0,1082.0,253.0
4566,Barra da Tijuca,2,2,1,78,2000.0,3114.0,405.0
4567,Copacabana,3,1,0,110,2500.0,1350.0,130.0
4569,Leme,3,1,0,88,2000.0,391.0,56.0
4571,Barra da Tijuca,2,1,1,77,2500.0,1400.0,106.0
4575,Recreio dos Bandeirantes,2,2,1,102,2300.0,415.0,0.0
4577,Maracanã,2,1,1,80,1800.0,1120.0,134.0
4592,Freguesia (Jacarepaguá),3,2,1,132,1900.0,1115.0,137.0
4600,Recreio dos Bandeirantes,2,1,1,100,1650.0,700.0,150.0
4602,Copacabana,3,0,0,105,2600.0,1011.0,177.0
4607,Méier,3,0,0,100,1500.0,100.0,0.0
4612,Vila Isabel,2,1,0,80,1600.0,550.0,0.0
4613,Vila Valqueire,2,1,0,72,800.0,150.0,12.0
4616,Humaitá,2,1,0,90,2900.0,815.0,96.0
4622,Rocha,3,1,0,81,1400.0,655.0,16.0
4633,Vila Isabel,2,2,0,102,1600.0,992.0,129.0
4640,Recreio dos Bandeirantes,3,2,1,74,1500.0,1071.0,163.0
4642,Santa Teresa,3,0,0,149,2000.0,890.0,52.0
4643,Barra da Tijuca,3,1,1,73,1700.0,616.0,29.0
4645,Recreio dos Bandeirantes,2,2,1,103,1950.0,826.0,44.0
4660,Copacabana,3,1,0,92,2500.0,1100.0,110.0
4663,Recreio dos Bandeirantes,3,2,1,121,2500.0,1123.0,0.0
4679,Freguesia (Jacarepaguá),2,1,1,90,1800.0,805.0,155.0
4687,Tijuca,2,1,1,95,1700.0,856.0,111.0
4692,Recreio dos Bandeirantes,2,1,1,78,2000.0,700.0,0.0
4707,Recreio dos Bandeirantes,3,3,1,140,2800.0,760.0,3500.0
4718,Copacabana,2,0,1,114,2400.0,1410.0,140.0
4722,Copacabana,3,1,1,92,2500.0,1100.0,1512.0
4730,Recreio dos Bandeirantes,3,2,1,105,1800.0,650.0,0.0
4731,Barra da Tijuca,2,1,1,86,2900.0,1080.0,160.0
4735,Recreio dos Bandeirantes,2,1,1,99,2300.0,800.0,1913.0
4753,Freguesia (Jacarepaguá),3,2,1,90,1900.0,1075.0,99.0
4770,Leme,2,0,0,75,2800.0,918.0,0.0
4774,Ipanema,3,0,0,90,2500.0,1310.0,223.0
4785,Tijuca,2,0,0,79,1200.0,917.0,91.0
4791,Flamengo,3,0,1,107,2800.0,1100.0,150.0
4793,Copacabana,2,1,0,73,2900.0,1150.0,0.0
4805,Recreio dos Bandeirantes,2,1,1,72,1300.0,770.0,137.0
4808,Catumbi,2,0,0,75,1200.0,460.0,0.0
4812,Piedade,3,0,0,75,950.0,87.0,14.0
4819,Ipanema,3,0,0,90,2800.0,1400.0,180.0
4820,Barra da Tijuca,2,1,1,84,2500.0,2085.0,265.0
4836,Vila Valqueire,2,1,0,80,1200.0,300.0,0.0
4838,Tijuca,3,0,1,126,2600.0,846.0,224.0
4843,Barra da Tijuca,3,2,1,105,2800.0,1630.0,262.0
4856,Leme,2,0,0,87,2600.0,715.0,153.0
4857,Abolição,2,2,0,81,850.0,350.0,49.0
4867,Vila Valqueire,3,1,1,146,2200.0,630.0,167.0
4885,Recreio dos Bandeirantes,3,2,1,80,2300.0,350.0,0.0
4900,Recreio dos Bandeirantes,3,2,1,109,2400.0,470.0,0.0
4906,Andaraí,2,0,0,76,1200.0,250.0,0.0
4914,Botafogo,2,0,0,91,2800.0,350.0,0.0
4916,São Conrado,2,2,1,85,2500.0,1162.0,193.0
4925,Barra da Tijuca,2,1,1,76,1900.0,1400.0,0.0
4929,Recreio dos Bandeirantes,2,1,1,72,1900.0,650.0,100.0
4934,Vila da Penha,2,1,0,80,1100.0,380.0,0.0
4939,Tijuca,2,0,0,80,1900.0,700.0,0.0
4942,Catete,3,0,0,95,2200.0,1043.0,96.0
4943,Tijuca,3,2,0,104,2500.0,1238.0,164.0
4947,Recreio dos Bandeirantes,2,1,1,75,1750.0,790.0,110.0
4950,Tijuca,2,1,1,76,2500.0,930.0,92.0
4951,Recreio dos Bandeirantes,3,3,3,180,2800.0,1130.0,494.0
4958,Bonsucesso,2,0,0,90,1200.0,270.0,0.0
4959,Flamengo,3,1,0,123,2800.0,942.0,173.0
4966,Vista Alegre,2,1,1,85,1300.0,500.0,0.0
4975,Leme,2,0,0,75,2700.0,878.0,0.0
4982,São Francisco Xavier,2,2,0,74,1100.0,750.0,13.0
5001,Recreio dos Bandeirantes,3,1,1,80,2500.0,830.0,100.0
5015,Recreio dos Bandeirantes,3,2,1,120,1900.0,670.0,315.0
5027,Freguesia (Jacarepaguá),3,1,1,95,1600.0,840.0,226.0
5044,Oswaldo Cruz,2,1,1,84,950.0,320.0,0.0
5050,Tijuca,2,1,0,88,1200.0,640.0,0.0
5054,Recreio dos Bandeirantes,2,2,1,90,2000.0,820.0,222.0
5066,Tijuca,3,1,0,95,2300.0,710.0,0.0
5089,Barra da Tijuca,2,1,2,74,2300.0,1350.0,0.0
5091,Lins de Vasconcelos,2,1,1,145,2200.0,581.0,22.0
5100,Recreio dos Bandeirantes,3,2,1,113,2500.0,560.0,243.0
5117,Humaitá,3,1,0,90,2000.0,948.0,151.0
5127,Vila Valqueire,2,1,0,90,1000.0,345.0,0.0
5134,Barra da Tijuca,2,1,1,75,1600.0,861.0,0.0
5139,Tijuca,3,0,0,100,2200.0,600.0,0.0
5141,Recreio dos Bandeirantes,2,1,1,75,2000.0,800.0,130.0
5147,Barra da Tijuca,3,1,1,76,1700.0,800.0,0.0
5152,Tijuca,2,0,0,75,1800.0,400.0,0.0
5156,Botafogo,2,1,1,90,2500.0,1080.0,187.0
5159,Barra da Tijuca,4,2,1,103,2700.0,1600.0,134.0
5164,Vila Isabel,3,1,0,75,1600.0,774.0,0.0
5186,Recreio dos Bandeirantes,2,1,1,128,2800.0,850.0,2710.0
5189,Copacabana,3,1,0,86,2200.0,1360.0,176.0
5195,Recreio dos Bandeirantes,3,2,1,75,2200.0,750.0,175.0
5198,Recreio dos Bandeirantes,2,1,1,101,2500.0,660.0,0.0
5201,Grajaú,3,2,1,250,2700.0,930.0,0.0
5207,Botafogo,3,2,1,120,2900.0,1839.0,355.0
5210,Barra da Tijuca,2,1,1,78,2500.0,1100.0,100.0
5225,Recreio dos Bandeirantes,3,2,3,198,1500.0,1571.0,400.0
5228,Recreio dos Bandeirantes,3,1,1,102,2000.0,600.0,250.0
5230,Botafogo,2,1,1,98,2800.0,1800.0,217.0
5241,Barra da Tijuca,4,2,2,114,2000.0,1174.0,130.0
5247,Botafogo,3,1,1,130,2600.0,1200.0,100.0
5248,Barra da Tijuca,3,2,0,89,2150.0,1200.0,219.0
5249,Santa Teresa,3,0,0,90,2700.0,365.0,10.0
5263,Recreio dos Bandeirantes,3,2,2,110,2700.0,1300.0,250.0
5268,Recreio dos Bandeirantes,2,1,1,72,1700.0,800.0,125.0
5300,Rocha Miranda,3,1,1,90,1200.0,250.0,0.0
5303,Vila Isabel,2,0,1,74,1500.0,849.0,91.0
5304,Rio Comprido,3,1,1,79,2400.0,1095.0,0.0
5307,Recreio dos Bandeirantes,2,1,1,76,1600.0,559.0,135.0
5335,Estácio,3,0,0,105,1900.0,677.0,0.0
5337,Copacabana,3,0,1,73,2300.0,1188.0,131.0
5342,Grajaú,2,1,0,78,1500.0,802.0,40.0
5344,Rio Comprido,2,1,1,76,1600.0,700.0,25.0
5365,Laranjeiras,2,0,0,106,2700.0,890.0,155.0
5370,Laranjeiras,3,0,1,118,2100.0,1627.0,203.0
5375,Madureira,2,1,0,91,1400.0,450.0,0.0
5386,Recreio dos Bandeirantes,2,1,1,90,1200.0,1059.0,0.0
5394,Barra da Tijuca,4,2,1,148,2500.0,1900.0,238.0
5398,Tijuca,2,1,0,73,1800.0,715.0,0.0
5399,Recreio dos Bandeirantes,2,2,1,100,2100.0,570.0,0.0
5463,Vila Isabel,2,0,0,80,1400.0,498.0,20.0
5469,Flamengo,2,0,0,83,2300.0,660.0,0.0
5477,Andaraí,3,0,0,110,1800.0,620.0,125.0
5479,Vargem Pequena,3,0,1,79,1600.0,500.0,900.0
5482,Jardim Botânico,2,1,1,74,2700.0,1770.0,252.0
5493,Tijuca,3,0,1,118,2500.0,840.0,0.0
5495,Barra da Tijuca,4,2,1,105,2800.0,1050.0,2200.0
5499,Recreio dos Bandeirantes,3,2,1,127,2500.0,1100.0,0.0
5503,São Conrado,3,2,1,114,2200.0,1373.0,0.0
5533,Recreio dos Bandeirantes,2,2,0,100,1500.0,1140.0,0.0
5534,Copacabana,3,1,0,137,2100.0,905.0,207.0
5538,Barra da Tijuca,3,2,1,90,2500.0,1770.0,3080.0
5549,Copacabana,3,0,1,130,2500.0,1044.0,290.0
5567,Barra da Tijuca,2,1,1,78,900.0,1200.0,156.0
5576,Méier,2,1,0,73,1400.0,330.0,35.0
5579,Barra da Tijuca,2,1,2,90,2200.0,1130.0,0.0
5598,Tijuca,2,0,0,85,1300.0,634.0,0.0
5608,São Conrado,3,1,1,114,2250.0,1600.0,220.0
5609,Freguesia (Jacarepaguá),3,1,1,84,1500.0,900.0,0.0
5620,Copacabana,3,0,0,106,2800.0,910.0,210.0
5627,Rio Comprido,3,1,0,90,1400.0,500.0,15.0
5628,Laranjeiras,3,0,0,96,2600.0,700.0,0.0
5639,Recreio dos Bandeirantes,2,1,1,80,1800.0,705.0,106.0
5655,Barra da Tijuca,2,1,1,72,2600.0,1700.0,238.0
5656,Centro,2,0,0,73,1900.0,690.0,70.0
5661,Maracanã,2,1,1,86,1600.0,836.0,0.0
5666,Barra da Tijuca,2,1,1,80,1500.0,1500.0,388.0
5682,Recreio dos Bandeirantes,3,1,1,80,1700.0,680.0,148.0
5695,Tijuca,3,1,0,90,1300.0,670.0,0.0
5700,Grajaú,2,0,0,85,1280.0,400.0,51.0
5701,Tijuca,3,0,0,119,1900.0,605.0,173.0
5706,Tijuca,3,1,1,88,2200.0,871.0,0.0
5712,Laranjeiras,2,1,1,95,2900.0,930.0,166.0
5725,Vila Isabel,2,1,0,71,1800.0,900.0,0.0
5728,Recreio dos Bandeirantes,2,1,1,79,1800.0,908.0,169.0
5754,Recreio dos Bandeirantes,3,2,1,112,2600.0,650.0,0.0
5764,Catete,2,0,0,71,1700.0,685.0,127.0
5772,Recreio dos Bandeirantes,2,1,1,74,2200.0,852.0,150.0
5775,Recreio dos Bandeirantes,3,2,1,100,1800.0,650.0,0.0
5784,Recreio dos Bandeirantes,3,2,1,100,1800.0,700.0,130.0
5787,Tijuca,2,0,0,110,1800.0,350.0,0.0
5794,Recreio dos Bandeirantes,3,3,3,180,2650.0,1036.0,390.0
5804,Tijuca,2,1,1,80,1700.0,800.0,98.0
5805,Recreio dos Bandeirantes,2,1,1,71,2500.0,600.0,30.0
5806,Tijuca,3,1,0,107,2100.0,480.0,0.0
5808,Botafogo,2,0,0,98,2500.0,872.0,0.0
5814,Campo Grande,3,1,1,80,1200.0,600.0,11.0
5821,Tijuca,2,1,0,73,1750.0,580.0,107.0
5829,Tijuca,3,1,1,130,2800.0,950.0,0.0
5831,Recreio dos Bandeirantes,3,2,1,110,2500.0,620.0,0.0
5832,Tijuca,3,1,0,89,2300.0,889.0,122.0
5843,Freguesia (Jacarepaguá),2,1,1,75,1800.0,850.0,0.0
5852,Campo Grande,4,2,1,115,1900.0,500.0,0.0
5857,Tijuca,3,1,0,90,2100.0,987.0,0.0
5860,Flamengo,2,1,0,75,2600.0,1172.0,0.0
5870,Copacabana,3,1,0,101,2800.0,1480.0,220.0
5872,Freguesia (Jacarepaguá),3,1,1,76,1500.0,680.0,73.0
5875,Barra da Tijuca,2,1,2,78,1900.0,1080.0,164.0
5878,Recreio dos Bandeirantes,3,3,1,130,1900.0,635.0,500.0
5883,São Conrado,2,1,1,85,2200.0,1200.0,180.0
5896,Barra da Tijuca,3,2,2,83,2400.0,610.0,1400.0
5902,Recreio dos Bandeirantes,3,2,1,90,1700.0,520.0,0.0
5910,Jacarepaguá,2,1,1,73,1800.0,590.0,76.0
5922,Botafogo,2,1,1,100,2900.0,1193.0,243.0
5925,Barra da Tijuca,2,2,1,107,2990.0,1300.0,2900.0
5927,Recreio dos Bandeirantes,2,2,1,83,2300.0,894.0,293.0
5942,Laranjeiras,2,1,1,84,2800.0,380.0,178.0
5945,Flamengo,3,0,0,140,2900.0,1150.0,279.0
5950,Barra da Tijuca,2,1,1,73,2000.0,886.0,0.0
5963,Botafogo,2,1,0,80,2200.0,1282.0,0.0
5978,Tijuca,3,0,0,84,1200.0,400.0,102.0
6003,Freguesia (Jacarepaguá),3,1,1,90,1700.0,722.0,180.0
6005,Recreio dos Bandeirantes,3,2,1,100,1800.0,865.0,110.0
6019,Barra da Tijuca,3,2,1,145,2900.0,1800.0,350.0
6020,Freguesia (Jacarepaguá),3,1,1,80,1800.0,600.0,100.0
6029,Vila Valqueire,3,0,0,73,960.0,63.0,0.0
6040,Vila Isabel,2,1,1,80,1500.0,538.0,96.0
6042,Ilha do Governador,3,1,1,100,1700.0,550.0,90.0
6048,Rio Comprido,3,0,0,100,1600.0,300.0,60.0
6062,Humaitá,2,0,0,74,2000.0,680.0,98.0
6076,Barra da Tijuca,2,1,1,80,2000.0,1200.0,150.0
6085,Copacabana,3,1,0,122,2700.0,1402.0,187.0
6088,Jardim Botânico,2,2,1,74,2950.0,1423.0,194.0
6091,Recreio dos Bandeirantes,2,2,1,110,1900.0,680.0,0.0
6098,Barra da Tijuca,2,1,1,98,2900.0,1080.0,166.0
6110,Barra da Tijuca,3,2,1,122,2600.0,995.0,258.0
6114,Riachuelo,2,0,0,76,1100.0,350.0,180.0
